ra,dec,Name,HD,Vmag,bv
114.320000,-23.775000,          , 61227, 6.37, 0.54
113.915417,-52.533889,          , 61248, 4.94, 1.40
115.060833,+38.344444,          , 61294, 5.73, 1.63
114.975417,+32.009722,          , 61295, 6.17, 0.35
114.342083,-34.968611,          , 61330, 4.53,-0.09
114.869167,+17.674722, 74    Gem, 61338, 5.05, 1.56
115.301667,+48.131667,          , 61363, 5.56, 1.01
114.182917,-48.830278,          , 61391, 5.72,-0.06
114.007083,-55.887500,          , 61394, 6.39, 1.18
114.436667,-35.277222,          , 61409, 6.60, 1.14
114.825417, +5.225000, 10Alp CMi, 61421, 0.38, 0.42
114.575000,-25.364722,          , 61429, 4.70,-0.11
114.438333,-38.010556,          , 61453, 6.38, 1.48
115.751667,+58.710278, 24    Lyn, 61497, 4.99, 0.08
114.779583,-18.679167,          , 61554, 6.72,-0.10
114.705417,-26.801667,          , 61555, 4.50,-0.17
114.707500,-26.803611,          , 61556, 4.62,
115.029167, +5.230833,          , 61563, 6.02,-0.04
115.243750,+23.018611,          , 61603, 5.89, 1.58
114.600833,-39.991389,          , 61623, 6.59,-0.05
115.197083,+13.770833,          , 61630, 6.24,
114.682917,-36.496944,          , 61641, 5.80,-0.16
114.635833,-38.781111,          , 61642, 6.19, 1.02
114.862083,-26.863056,          , 61672, 6.50,-0.10
114.575833,-48.601111,          , 61715, 5.68, 0.65
115.147917, -8.185833,          , 61749, 6.01, 0.15
115.096667,-15.263611,          , 61772, 4.94, 1.56
115.056667,-19.660833,          , 61774, 5.93, 1.16
114.864167,-38.308333,          , 61831, 4.84,-0.19
115.681250,+34.000278,          , 61859, 6.02,
114.932500,-38.139444,          , 61878, 5.73,-0.12
114.949167,-38.260833,          , 61899, 5.76,-0.07
115.465833,+13.480556,          , 61885, 5.77, 1.67
115.396667, +3.624722,          , 61887, 5.94,-0.04
115.513333,+14.208333,          , 61913, 5.56, 1.64
114.991667,-37.579444,          , 61925, 6.00,-0.04
116.017500,+50.433889,          , 61931, 5.27, 0.00
115.311667, -9.551111, 26Alp Mon, 61935, 3.93, 1.02
114.751667,-53.273333,          , 61966, 6.06,-0.11
115.180833,-27.945833,          , 61987, 6.76,-0.16
115.827917,+28.883611, 75Sig Gem, 62044, 4.28, 1.12
115.219583,-31.660833,          , 62058, 6.56, 1.18
116.667083,+65.455833, 51    Cam, 62066, 5.92, 1.18
115.348333,-22.337222,          , 62082, 6.18, 1.62
116.614167,+62.830556, 49    Cam, 62140, 6.49, 0.26
115.842500,+22.399444,          , 62141, 6.21, 0.93
115.315833,-38.533611,          , 62226, 5.42,-0.15
115.772500, +0.189444,          , 62264, 6.19, 1.02
116.028750,+25.784167, 76    Gem, 62285, 5.31, 1.54
115.340833,-44.632222,          , 62318, 6.41, 0.00
116.111667,+24.398056, 77Kap Gem, 62345, 3.57, 0.93
115.491667,-38.528889,          , 62376, 6.54,-0.09
116.058333,+12.859444,          , 62407, 6.43,
115.700417,-26.351111,          , 62412, 5.64, 0.99
116.030833, +2.405000,          , 62437, 6.47, 0.20
116.328750,+28.026111, 78Bet Gem, 62509, 1.14, 1.00
116.288750,+20.316389, 79    Gem, 62510, 6.33, 0.00
115.912917,-25.503889,          , 62555, 6.55, 0.06
115.885000,-28.411111,  1    Pup, 62576, 4.59, 1.63
115.800000,-36.050278,          , 62578, 5.60,-0.13
115.779167,-38.864167,          , 62595, 6.89, 1.02
115.952083,-28.954722,  3    Pup, 62623, 3.96, 0.18
119.072083,+80.265556,          , 62613, 6.56, 0.73
115.738333,-45.173333,          , 62644, 5.06, 0.78
116.663750,+37.517500,          , 62647, 5.18, 1.58
114.017500,-77.634167,          , 62689, 6.18, 1.73
115.928750,-38.201944,          , 62712, 6.40,-0.16
115.924583,-40.933889,          , 62713, 5.17, 1.10
116.530833,+18.510000, 81    Gem, 62721, 4.88, 1.45
116.141667,-24.673889,          , 62747, 5.62,-0.19
115.778750,-49.992778,          , 62756, 6.57, 0.07
115.542500,-58.630833,          , 62758, 6.43,-0.10
116.040000,-36.062778,          , 62781, 5.80, 0.31
116.567500,+10.768333, 11    CMi, 62832, 5.30, 0.01
116.369583,-14.686111,  2    Pup, 62863, 6.89,
116.371250,-14.690833,  2    Pup, 62864, 6.07, 0.11
116.142500,-37.943056,          , 62893, 5.88,-0.11
115.722083,-58.230000,          , 62897, 6.21, 1.05
116.876250,+33.415556, 80Pi  Gem, 62898, 5.14, 1.60
116.509167, -6.772500,          , 62902, 5.49, 1.38
116.487083,-14.563889,  4    Pup, 62952, 5.04, 0.33
116.269167,-37.887778,          , 62991, 6.54,-0.10
116.313750,-37.968611,          , 63032, 3.61, 1.73
116.395833,-34.173056,          , 63077, 5.37, 0.60
116.687083,-12.675278,          , 63112, 6.39,-0.02
116.325417,-43.752222,          , 63118, 6.03,-0.07
117.140000,+23.141111, 82    Gem, 63208, 6.18,
116.543333,-37.933889,          , 63215, 5.88,-0.11
116.802083,-22.519722,          , 63271, 5.90,-0.19
115.455000,-72.606111,   Zet Vol, 63295, 3.95, 1.04
116.639167,-40.059722,          , 63308, 6.57,-0.13
116.910417,-15.990833,          , 63302, 6.34, 1.78
116.938333,-16.014444,          , 63323, 6.43, 1.70
117.773750,+54.129167,          , 63332, 6.02, 0.46
116.986250,-12.193056,  5    Pup, 63336, 5.48, 0.48
117.258333,+13.370833,          , 63352, 6.04, 1.38
116.398333,-56.722500,          , 63382, 6.12, 0.39
116.774167,-39.331389,          , 63401, 6.31,-0.17
117.245417, +4.332778,          , 63435, 6.53, 0.78
117.021667,-25.937222,   Omi Pup, 63462, 4.50,-0.05
116.854167,-38.511111,          , 63465, 5.08,-0.10
116.182917,-66.071944,          , 63513, 6.38, 0.95
116.881250,-46.608611,          , 63578, 5.23,-0.14
116.054167,-69.821389,          , 63584, 6.18,-0.06
118.152500,+55.209444,          , 63586, 6.38,
117.759583,+33.233611,          , 63589, 6.03, 0.15
117.035417,-40.652222,          , 63640, 6.14, 1.58
117.369167,-13.353333,          , 63655, 6.23,-0.09
117.257083,-24.912222,          , 63660, 5.33, 0.76
117.421667,-17.228333,  6    Pup, 63697, 5.18, 1.28
117.323750,-24.859722,  7Xi  Pup, 63700, 3.34, 1.24
117.084583,-47.077778,          , 63744, 4.71, 1.06
117.544167, -9.183333,          , 63752, 5.61, 1.44
117.438333,-20.206944,          , 63754, 6.56, 0.58
117.311250,-35.243333,          , 63786, 5.93,-0.05
117.697500, +3.277222,          , 63799, 6.18, 1.12
117.523750,-19.523611,          , 63822, 6.12, 1.26
117.397500,-33.288889,          , 63852, 5.60, 1.61
117.986250,+19.325278,          , 63889, 5.99, 1.13
117.730000,-11.128611,          , 63894, 6.16, 1.13
117.309583,-46.373333,          , 63922, 4.11,-0.18
117.080000,-56.471111,          , 63926, 6.33, 1.01
117.367500,-44.751944,          , 63948, 6.32, 0.96
117.303750,-46.857778,          , 63949, 5.84,-0.14
117.925000, +1.766944, 13Zet CMi, 63975, 5.14,-0.12
117.750000,-24.528333,          , 64042, 6.45,-0.01
118.030000, +3.277222,          , 64052, 6.31, 1.59
117.277917,-56.410556,          , 64067, 5.59, 1.13
117.920417,-12.819444,  8    Pup, 64077, 6.36, 0.39
117.942917,-13.898056,  9    Pup, 64096, 5.17, 0.60
118.622083,+47.386111, 25    Lyn, 64106, 6.25, 1.15
118.677917,+47.564722, 26    Lyn, 64144, 5.45, 1.46
118.374167,+26.765833, 83Phi Gem, 64145, 4.97, 0.09
117.928750,-21.173889,          , 64152, 5.63, 0.96
117.676667,-44.579722,          , 64181, 6.45, 0.90
117.303750,-60.283611,          , 64185, 5.78, 0.42
117.599583,-50.509722,          , 64225, 5.91, 1.09
118.199583, -5.428056,          , 64235, 5.76, 0.41
118.078750,-14.846389, 10    Pup, 64238, 5.69, 0.37
117.835417,-43.095556,          , 64287, 6.32,-0.17
120.048750,+73.918056,          , 64307, 5.41, 1.42
117.478333,-60.051111,          , 64320, 6.72, 1.24
119.111667,+56.504444,          , 64347, 6.72,
117.917917,-42.888333,          , 64365, 6.04,-0.18
118.065417,-34.705278,          , 64379, 5.01, 0.44
118.054167,-40.575833,          , 64440, 3.73, 1.04
117.420833,-66.195833,          , 64484, 5.79,-0.04
121.196250,+79.479722,          , 64486, 5.42,-0.06
118.920000,+35.412778,          , 64491, 6.23, 0.28
118.161250,-38.863056,          , 64503, 4.49,-0.19
118.264583,-36.363889,          , 64572, 5.43, 1.16
118.916250,+19.883889, 85    Gem, 64648, 5.35,-0.04
118.880833, +8.862778,          , 64685, 5.86, 0.35
118.123750,-54.367222,          , 64722, 5.70,-0.15
118.265417,-49.613056,          , 64740, 4.63,-0.23
118.325833,-48.103056,          , 64760, 4.24,-0.14
118.545833,-35.877500,          , 64802, 5.49,-0.19
118.666250,-34.846944,          , 64876, 6.15, 1.53
119.099583, +4.485833,          , 64938, 6.17, 0.98
119.569167,+43.977500,          , 64958, 6.34, 1.06
119.247500,+15.790278,  1    Cnc, 64960, 5.78, 1.28
118.807083,-30.917500,          , 64974, 6.44,
119.316250, +8.641389,          , 65066, 6.05, 1.00
119.317500, +1.126944,          , 65123, 6.35, 0.50
119.095000,-30.285278,          , 65183, 6.33, 1.66
118.752083,-52.583056,          , 65189, 6.38,-0.01
118.943750,-43.845000,          , 65211, 6.02,-0.11
119.214583,-22.880000, 11    Pup, 65228, 4.20, 0.72
119.524167, +7.213611,          , 65241, 6.41,-0.04
119.631250,+16.518611,          , 65257, 5.99, 1.47
118.721667,-57.303056,          , 65273, 5.63, 1.30
120.336250,+59.047500,          , 65301, 5.77, 0.39
119.101250,-40.736389,          , 65315, 6.78,-0.18
124.224167,+84.057778,          , 65299, 6.49, 0.03
120.426667,+60.324444, 53    Cam, 65339, 6.01, 0.14
119.585833, +2.224722, 14    CMi, 65345, 5.29, 0.92
119.241250,-42.406111,          , 65442, 6.09, 1.36
120.628333,+63.090278,          , 65448, 6.40, 0.59
119.417083,-30.334722,          , 65456, 4.79, 0.15
119.241250,-43.500278,          , 65460, 5.35,-0.18
119.896250,+13.242222,          , 65522, 6.02, 1.32
119.326667,-44.109722,          , 65551, 5.09,-0.17
119.194583,-52.982222,   Chi Car, 65575, 3.47,-0.18
119.333333,-47.890278,          , 65598, 6.22,-0.10
120.649167,+57.273611,          , 65626, 6.49, 0.62
119.077500,-60.526389,          , 65662, 5.74, 1.55
119.465833,-45.577778,          , 65685, 5.17, 1.27
119.933750, -3.679722, 27    Mon, 65695, 4.93, 1.21
119.773750,-23.310556, 12    Pup, 65699, 5.11, 1.12
120.232917,+25.392778,  2Ome1Cnc, 65714, 5.83, 1.02
120.200000,+19.816111,          , 65735, 6.25, 1.11
119.211250,-59.126389,          , 65750, 6.25, 2.08
120.252917,+23.583056,          , 65757, 6.34,
120.197083,+17.308611,  3    Cnc, 65759, 5.55, 1.32
119.560000,-49.245000,          , 65818, 4.41,-0.17
120.479583,+35.413056,          , 65801, 6.34, 1.56
119.966667,-18.399167,          , 65810, 4.61, 0.08
120.432500,+25.089722,  4Ome2Cnc, 65856, 6.31, 0.01
119.589167,-51.448611,          , 65867, 6.44, 0.25
120.376250,+16.455278,  5    Cnc, 65873, 5.99,-0.02
120.183750, -2.881667,          , 65875, 6.51,-0.07
120.307500, +4.879722,          , 65900, 5.65, 0.00
119.757500,-45.216111,          , 65904, 5.99,-0.14
119.445417,-60.303333,          , 65907, 5.60, 0.57
119.302083,-63.296944,          , 65908, 6.14,-0.10
119.868333,-39.297222,          , 65925, 5.24, 0.39
120.305417, -1.392500, 28    Mon, 65953, 4.68, 1.49
119.801250,-49.976667,          , 66005, 6.32,
119.805833,-49.973611,          , 66006, 6.34,
120.461250, +8.913889,          , 66011, 6.22, 0.57
120.566250, +2.334444,          , 66141, 4.39, 1.25
120.081667,-45.456944,          , 66190, 6.61, 1.27
119.710417,-60.824444,          , 66194, 5.81,-0.09
120.062083,-48.981389,          , 66210, 6.02, 0.04
120.879583,+27.794167,   Chi Gem, 66216, 4.94, 1.12
120.608333, -6.337222,          , 66242, 6.33, 0.62
120.120417,-48.871389,          , 66255, 6.12,-0.11
119.917500,-60.207500,          , 66341, 6.33,-0.06
119.906667,-60.586944,          , 66342, 5.17, 1.74
120.405833,-37.283611,          , 66358, 5.95, 0.14
120.525833,-37.050556,          , 66435, 6.34, 1.62
120.207917,-54.151389,          , 66441, 5.87,-0.14
120.345417,-54.515000,          , 66546, 6.10,-0.04
121.188333,+18.842222,          , 66552, 6.15,-0.05
120.083333,-63.567500,          , 66591, 4.82,-0.17
120.767083,-32.463889,          , 66598, 5.82, 1.22
120.381250,-55.455000,          , 66607, 6.28,-0.15
120.686667,-41.310000,          , 66624, 5.52,-0.15
121.268750,+13.118056,  8    Cnc, 66664, 5.12, 0.01
121.404167,+27.529722,          , 66684, 6.21, 0.01
120.896250,-40.003333,   Zet Pup, 66811, 2.25,-0.26
120.872917,-42.948611,          , 66812, 6.29, 1.01
121.791250,+43.260278, 28    Lyn, 66824, 6.26,-0.02
121.172917,-19.728056, 14    Pup, 66834, 6.13,-0.16
121.576667,+22.635556,  9Mu 1Cnc, 66875, 5.99, 1.66
121.067500,-32.675000,          , 66888, 5.31, 1.91
119.817083,-73.244722,          , 66920, 6.34, 0.14
121.456667, -0.573611,          , 66950, 6.41, 1.05
122.114167,+51.506667, 27    Lyn, 67006, 4.84, 0.05
121.614583, -9.245000,          , 67159, 6.23,-0.07
122.515833,+58.248056,          , 67224, 5.93, 1.39
121.940833,+21.581667, 10Mu 2Cnc, 67228, 5.30, 0.63
121.437083,-33.569167,          , 67243, 6.14, 1.11
121.176667,-50.590556,          , 67249, 5.95, 1.21
121.335000,-46.978889,          , 67341, 6.19,-0.15
121.266667,-53.108056,          , 67364, 5.53, 1.34
122.346250,+42.430556,          , 67370, 6.27, 1.27
123.203333,+68.474167,          , 67447, 5.32, 1.04
121.825000,-20.554722,          , 67456, 5.38, 0.10
122.176667,+13.640833, 12    Cnc, 67483, 6.27, 0.43
121.885833,-24.304167, 15Rho Pup, 67523, 2.81, 0.43
121.178750,-62.836111,          , 67536, 6.30,-0.10
121.668333,-45.266389,          , 67582, 5.05, 1.50
122.148333, -2.983889, 29Zet Mon, 67594, 4.34, 0.97
122.237083,-11.339722,          , 67725, 6.32, 0.01
122.181250,-20.363056,          , 67751, 6.36, 0.16
122.613333,+25.507222, 14Psi Cnc, 67767, 5.73, 0.81
122.256667,-19.245000, 16    Pup, 67797, 4.40,-0.15
122.840000,+38.731389,          , 67827, 6.58, 0.59
122.368750,-16.248889,          , 67880, 5.68,-0.17
122.156667,-37.681389,          , 67888, 6.37,-0.04
122.277917,-30.322500,          , 67921, 6.65, 1.40
126.137083,+82.430833,          , 67934, 6.32, 0.01
122.745000,+14.629444,          , 67959, 6.23, 0.02
122.292500,-35.455000,          , 67977, 6.20, 0.89
123.459167,+56.452222,          , 68077, 5.85, 1.01
122.819167, +9.821111,          , 68099, 6.07,-0.10
122.665833,-13.799167, 18    Pup, 68146, 5.54, 0.49
122.290000,-48.684444,          , 68161, 5.70,-0.12
122.399583,-44.122778,          , 68217, 5.21,-0.19
122.448750,-42.640556,          , 68242, 6.26,-0.04
122.372083,-47.345833,   Gam1Vel, 68243, 4.27,-0.23
122.383333,-47.336667,   Gam2Vel, 68273, 1.78,-0.22
123.052917,+17.647778, 16Zet1Cnc, 68257, 5.63, 0.54
123.052917,+17.647778, 16Zet1Cnc, 68256, 6.02, 0.54
123.055417,+17.647778, 16Zet2Cnc, 68255, 6.20, 0.60
122.817917,-12.926944, 19    Pup, 68290, 4.72, 0.95
122.887500, -7.772500,          , 68312, 5.36, 0.89
122.430000,-47.937500,          , 68324, 5.23,-0.21
123.092083,+14.003889,          , 68332, 6.54,
123.287083,+29.656667, 15    Cnc, 68351, 5.64,-0.07
124.884167,+75.756944,          , 68375, 5.54, 0.90
122.102083,-63.801111,          , 68423, 6.28,-0.06
122.390000,-56.085556,          , 68434, 5.66, 0.21
122.756667,-37.292222,          , 68450, 6.44,-0.01
122.252917,-61.302500,          , 68456, 4.76, 0.43
123.960417,+60.380556,          , 68457, 6.45, 0.20
123.249167,+16.514167,          , 68461, 6.01, 0.89
121.982500,-68.617222,   Eps Vol, 68520, 4.35,-0.11
123.423750,+23.137778,          , 68543, 6.56, 0.11
122.839583,-39.618611,          , 68553, 4.45, 1.62
122.857917,-42.987222,          , 68601, 4.75, 0.18
122.796250,-48.461944,          , 68657, 5.82,-0.15
123.546250,+17.675833,          , 68703, 6.47, 0.30
123.333333,-15.788333, 20    Pup, 68752, 4.99, 1.07
123.191667,-29.910833,          , 68758, 6.52, 0.06
123.587500,+13.048333,          , 68776, 6.38,
123.000000,-46.644167,          , 68808, 5.76, 0.59
123.214583,-37.924444,          , 68862, 6.43, 0.10
123.128750,-46.264167,          , 68895, 6.03,-0.11
124.460000,+59.571111, 29    Lyn, 68930, 5.64, 0.16
125.167917,+72.407222,          , 68951, 5.98, 1.54
123.373333,-35.899722,          , 68980, 4.78,-0.11
123.421250,-33.569167,          , 69002, 6.37, 1.14
123.545833,-32.140833,          , 69080, 6.06,-0.16
123.493333,-36.322500,          , 69081, 5.08,-0.19
123.495000,-36.341111,          , 69082, 6.11,-0.18
123.555000,-35.490556,          , 69123, 5.78, 1.02
123.512083,-40.348056,          , 69142, 4.44, 1.17
123.400833,-46.991944,          , 69144, 5.13,-0.14
124.822083,+62.507222,          , 69148, 5.71, 0.89
124.565833,+54.143611,          , 69149, 6.27, 1.54
123.392083,-50.196111,          , 69194, 5.51, 1.61
124.128750, +9.185556, 17Bet Cnc, 69267, 3.52, 1.48
123.599583,-45.834444,          , 69302, 5.83,-0.20
123.968750,-30.925833,          , 69445, 6.21, 0.78
124.382083, +8.866111,          , 69478, 6.29, 0.98
123.995417,-35.902778,          , 69511, 6.16, 1.55
125.108750,+57.743333, 30    Lyn, 69548, 5.89, 0.39
124.225833,-21.320278,          , 69589, 6.60, 0.02
123.847083,-50.449444,          , 69596, 6.44, 1.49
124.346250,-16.285000, 21    Pup, 69665, 6.16, 0.01
125.121250,+53.574444,          , 69682, 6.49, 0.28
124.599583,-12.631944,          , 69830, 5.98, 0.76
123.816250,-62.915833,          , 69863, 5.16, 0.09
124.492917,-30.003333,          , 69879, 6.45, 1.04
125.016250,+27.217778, 18Chi Cnc, 69897, 5.14, 0.47
125.683750,+60.631111,          , 69976, 6.41, 0.97
125.087500,+20.747778,          , 69994, 5.83, 1.13
124.812917,-10.165833,          , 69997, 6.32, 0.33
124.572500,-35.451667,          , 70002, 5.58, 1.24
124.552500,-37.374167,          , 70003, 6.70, 0.23
125.133750,+24.022222, 19Lam Cnc, 70011, 5.98,-0.03
124.957917, +3.947778,          , 70013, 6.05, 0.97
124.638750,-36.659444,          , 70060, 4.45, 0.22
125.054583, -0.909444,          , 70110, 6.18, 0.60
125.071250, -5.329167,          , 70148, 6.13, 1.33
124.872500,-34.590278,          , 70235, 6.43,-0.08
124.482500,-59.166944,          , 70267, 6.42, 0.39
125.708750,+43.188056, 31    Lyn, 70272, 4.25, 1.55
125.114167,-22.924722,          , 70302, 6.13, 1.04
125.952083,+53.219722,          , 70313, 5.51, 0.11
125.334167, -1.602222,          , 70340, 6.50, 0.02
125.338333,-20.079167,          , 70442, 5.58, 0.77
124.578750,-65.613333,          , 70514, 5.07, 1.15
125.477500,-17.586389,          , 70523, 5.75, 1.05
125.345833,-33.054444,          , 70555, 4.83, 1.45
125.337500,-36.484444,          , 70556, 5.20,-0.19
125.840833,+18.332222, 20    Cnc, 70569, 5.95, 0.17
125.625833, -6.179167,          , 70574, 6.15, 0.22
125.350833,-39.620833,          , 70612, 6.16, 0.17
126.178333,+42.005000,          , 70647, 6.02, 1.59
125.725000, -7.543333,          , 70652, 5.96, 1.67
125.695000,-13.054722, 22    Pup, 70673, 6.11, 1.00
125.980000,+10.631944, 21    Cnc, 70734, 6.08, 1.49
125.707917,-26.348056,          , 70761, 5.90, 0.37
126.270417,+35.011389,          , 70771, 6.06, 1.27
125.300000,-57.973056,          , 70839, 5.97,-0.09
125.631667,-48.490278,          , 70930, 4.82,-0.15
126.151667, -4.716944,          , 70937, 6.01, 0.46
125.821667,-38.285833,          , 70946, 6.32, 1.63
126.145833, -3.751111,  1    Hya, 70958, 5.61, 0.46
125.282083,-64.106111,          , 70982, 6.12, 0.93
126.457917,+17.046111, 25    Cnc, 71030, 6.14, 0.41
125.730000,-52.123889,          , 71043, 5.85, 0.01
124.954167,-71.515000,   Kap1Vol, 71046, 5.37,-0.06
125.002917,-71.505278,   Kap2Vol, 71066, 5.65,-0.10
127.442500,+67.297500,          , 71088, 5.88, 0.97
126.615417,+27.893611, 22Phi1Cnc, 71093, 5.57, 1.40
126.397917, +2.102222,          , 71095, 5.73, 1.53
126.478333, +7.564444,          , 71115, 5.13, 0.94
125.628333,-59.509722,   Eps Car, 71129, 1.86, 1.28
126.229583,-23.153611,          , 71141, 5.68, 0.06
126.903333,+45.653056,          , 71148, 6.32, 0.62
126.695000,+26.934444, 23Phi2Cnc, 71150, 6.32, 0.18
126.695833,+26.935278, 23Phi2Cnc, 71151, 6.30, 0.18
126.415000, -3.906389,          , 71155, 3.90,-0.02
